# Generated at 2024-10-15 11:16:11 (04:00) by AQUARIUS Time-Series 24.1.177.0,,,,,
# UTC-05,,,,,
# Period Selected: Entire Record,,,,,
#,,,,,
# Comment: ,,,,,
# Description: ,,,,,
# ReportTitle: LCCD Little Conestoga Sonde Data May 2023 - July 2024,,,,,
#,,,,,
# CSV data starts at line 12,,,,,
#,,,,,
TimeStamp,Dissolved Oxygen (mg/l),Water Temperature (C),Specific Conductivity (uS/cm),pH,Total Dissolved Solids (mg/l)
5/6/2023 4:49,8.36,14.384,741.7,8.02,482
5/6/2023 5:04,8.34,14.331,742,8.02,482
5/6/2023 5:19,8.33,14.271,742,8.01,482
5/6/2023 5:34,8.32,14.211,742.6,8.01,483
5/6/2023 5:49,8.31,14.143,743.4,8.01,483
5/6/2023 6:04,8.29,14.074,745.3,8,484
5/6/2023 6:19,8.29,14.009,746.3,8,485
5/6/2023 6:34,8.29,13.944,746.5,8,485
5/6/2023 6:49,8.29,13.871,746.6,8,485
5/6/2023 7:04,8.31,13.791,746.4,8,485
5/6/2023 7:19,8.32,13.708,746.7,7.99,485
5/6/2023 7:34,8.33,13.619,747,7.99,486
5/6/2023 7:49,8.35,13.533,747.9,7.99,486
5/6/2023 8:04,8.36,13.438,749.3,7.99,487
5/6/2023 8:19,8.38,13.345,750.1,7.99,488
5/6/2023 8:34,8.39,13.248,750.1,7.99,488
5/6/2023 8:49,8.41,13.155,750.8,7.99,488
5/6/2023 9:04,8.43,13.061,751.4,7.99,488
5/6/2023 9:19,8.45,12.966,752.2,7.98,489
5/6/2023 9:34,8.47,12.875,752.5,7.99,489
5/6/2023 9:49,8.5,12.781,752.2,7.99,489
5/6/2023 10:04,8.54,12.69,751.8,7.98,489
5/6/2023 10:19,8.57,12.595,751.5,7.98,488
5/6/2023 10:34,8.62,12.503,751.3,7.98,488
5/6/2023 10:49,8.68,12.422,751,7.99,488
5/6/2023 11:04,8.73,12.358,752,7.99,489
5/6/2023 11:19,8.82,12.316,752.8,7.99,489
5/6/2023 11:34,8.91,12.292,753.4,8,490
5/6/2023 11:49,9,12.274,754,8,490
5/6/2023 12:04,9.12,12.276,753.6,8.01,490
5/6/2023 12:19,9.23,12.287,753.8,8.01,490
5/6/2023 12:34,9.34,12.308,753.5,8.02,490
5/6/2023 12:49,9.45,12.337,754,8.02,490
5/6/2023 13:04,9.55,12.376,754,8.03,490
5/6/2023 13:19,9.66,12.418,753,8.03,489
5/6/2023 13:34,9.78,12.465,752.2,8.04,489
5/6/2023 13:49,9.91,12.538,752.1,8.05,489
5/6/2023 14:04,10.04,12.63,752.3,8.05,489
5/6/2023 14:19,10.19,12.752,752.7,8.06,489
5/6/2023 14:34,10.33,12.89,753.4,8.07,490
5/6/2023 14:49,10.47,13.07,753.8,8.08,490
5/6/2023 15:04,10.62,13.244,753.7,8.09,490
5/6/2023 15:19,10.78,13.429,753,8.1,489
5/6/2023 15:34,10.92,13.618,752.5,8.1,489
5/6/2023 15:49,11.05,13.831,752.2,8.11,489
5/6/2023 16:04,11.18,14.031,752.1,8.12,489
5/6/2023 16:19,11.29,14.197,751.1,8.12,488
5/6/2023 16:34,11.4,14.392,750.7,8.13,488
5/6/2023 16:49,11.5,14.566,749.8,8.14,487
5/6/2023 17:04,11.6,14.752,749.6,8.14,487
5/6/2023 17:19,11.69,14.936,749.6,8.15,487
5/6/2023 17:34,11.78,15.125,750.1,8.16,488
5/6/2023 17:49,11.85,15.32,750.3,8.16,488
5/6/2023 18:04,11.91,15.513,750.9,8.17,488
5/6/2023 18:19,11.96,15.688,750.4,8.17,488
5/6/2023 18:34,11.99,15.839,749.4,8.18,487
5/6/2023 18:49,12.02,15.993,748.8,8.18,487
5/6/2023 19:04,12.03,16.123,748.8,8.18,487
5/6/2023 19:19,12.01,16.224,748.9,8.19,487
5/6/2023 19:34,11.98,16.326,749.2,8.19,487
5/6/2023 19:49,11.92,16.384,748.1,8.19,486
5/6/2023 20:04,11.85,16.429,746.8,8.19,485
5/6/2023 20:19,11.76,16.463,746.1,8.19,485
5/6/2023 20:34,11.68,16.511,746.3,8.19,485
5/6/2023 20:49,11.58,16.561,747,8.19,486
5/6/2023 21:04,11.48,16.608,748,8.19,486
5/6/2023 21:19,11.37,16.638,748.4,8.19,486
5/6/2023 21:34,11.23,16.674,747.8,8.19,486
5/6/2023 21:49,11.1,16.693,747.7,8.19,486
5/6/2023 22:04,10.94,16.691,747.5,8.19,486
5/6/2023 22:19,10.77,16.687,747.1,8.18,486
5/6/2023 22:34,10.58,16.67,747.1,8.18,486
5/6/2023 22:49,10.37,16.648,746.7,8.17,485
5/6/2023 23:04,10.13,16.603,746.1,8.16,485
5/6/2023 23:19,9.89,16.585,745,8.15,484
5/6/2023 23:34,9.66,16.582,743.9,8.14,484
5/6/2023 23:49,9.46,16.594,743.8,8.13,483
5/7/2023 0:04,9.26,16.6,744.3,8.12,484
5/7/2023 0:19,9.07,16.615,744.5,8.11,484
5/7/2023 0:34,8.91,16.617,745.2,8.1,484
5/7/2023 0:49,8.76,16.624,745.2,8.08,484
5/7/2023 1:04,8.63,16.628,744.6,8.07,484
5/7/2023 1:19,8.52,16.617,745.2,8.07,484
5/7/2023 1:34,8.41,16.606,745.4,8.06,485
5/7/2023 1:49,8.32,16.599,745.7,8.05,485
5/7/2023 2:04,8.24,16.588,745.7,8.04,485
5/7/2023 2:19,8.17,16.584,744.6,8.04,484
5/7/2023 2:34,8.1,16.569,743.4,8.03,483
5/7/2023 2:49,8.04,16.542,743.1,8.03,483
5/7/2023 3:04,7.98,16.507,743.2,8.02,483
5/7/2023 3:19,7.92,16.463,744.2,8.01,484
5/7/2023 3:34,7.87,16.418,744.8,8.01,484
5/7/2023 3:49,7.82,16.367,745.5,8,485
5/7/2023 4:04,7.78,16.309,745.5,8,485
5/7/2023 4:19,7.75,16.244,746.4,7.99,485
5/7/2023 4:34,7.73,16.18,746.1,7.99,485
5/7/2023 4:49,7.71,16.112,746.8,7.98,485
5/7/2023 5:04,7.69,16.043,747.4,7.98,486
5/7/2023 5:19,7.69,15.97,746.8,7.98,485
5/7/2023 5:34,7.69,15.888,746.7,7.97,485
5/7/2023 5:49,7.69,15.804,746.3,7.97,485
5/7/2023 6:04,7.71,15.712,746,7.97,485
5/7/2023 6:19,7.7,15.617,746.9,7.97,486
5/7/2023 6:34,7.71,15.513,748.2,7.97,486
5/7/2023 6:49,7.72,15.409,749.1,7.96,487
5/7/2023 7:04,7.73,15.304,749.7,7.97,487
5/7/2023 7:19,7.75,15.197,750,7.96,487
5/7/2023 7:34,7.77,15.09,750.2,7.96,488
5/7/2023 7:49,7.81,14.976,750,7.96,488
5/7/2023 8:04,7.83,14.865,750.4,7.96,488
5/7/2023 8:19,7.85,14.755,750.6,7.96,488
5/7/2023 8:34,7.89,14.644,750.3,7.96,488
5/7/2023 8:49,7.92,14.53,750.2,7.96,488
5/7/2023 9:04,7.95,14.414,749.7,7.96,487
5/7/2023 9:19,7.98,14.298,749.9,7.96,487
5/7/2023 9:34,8.01,14.184,750.9,7.96,488
5/7/2023 9:49,8.04,14.069,751.9,7.96,489
5/7/2023 10:04,8.07,13.959,752.9,7.96,489
5/7/2023 10:19,8.1,13.85,753.5,7.96,490
5/7/2023 10:34,8.15,13.756,753.5,7.96,490
5/7/2023 10:49,8.22,13.679,753.9,7.96,490
5/7/2023 11:04,8.3,13.614,753.3,7.96,490
5/7/2023 11:19,8.39,13.556,753,7.97,489
5/7/2023 11:34,8.48,13.499,753.3,7.97,490
5/7/2023 11:49,8.56,13.437,753.4,7.98,490
5/7/2023 12:04,8.64,13.376,753.1,7.98,490
5/7/2023 12:19,8.75,13.354,752.2,7.99,489
5/7/2023 12:34,8.88,13.348,752.4,7.99,489
5/7/2023 12:49,9.01,13.345,752.8,8,489
5/7/2023 13:04,9.15,13.366,753.6,8.01,490
5/7/2023 13:19,9.31,13.443,754.3,8.02,490
5/7/2023 13:34,9.49,13.526,754.4,8.03,490
5/7/2023 13:49,9.66,13.572,753.5,8.04,490
5/7/2023 14:04,9.85,13.667,753,8.05,489
5/7/2023 14:19,10.04,13.805,752.3,8.06,489
5/7/2023 14:34,10.22,13.927,752.1,8.07,489
5/7/2023 14:49,10.4,14.039,752,8.08,489
5/7/2023 15:04,10.6,14.178,751.2,8.09,488
5/7/2023 15:19,10.78,14.31,751.3,8.1,488
5/7/2023 15:34,10.95,14.458,750.6,8.11,488
5/7/2023 15:49,11.11,14.631,751.3,8.12,488
5/7/2023 16:04,11.26,14.792,751,8.13,488
5/7/2023 16:19,11.39,14.994,751.8,8.14,489
5/7/2023 16:34,11.53,15.144,751.2,8.14,488
5/7/2023 16:49,11.64,15.264,750.7,8.15,488
5/7/2023 17:04,11.76,15.385,750,8.16,488
5/7/2023 17:19,11.76,15.365,748.8,8.17,487
5/7/2023 17:34,11.73,15.335,749,8.17,487
5/7/2023 17:49,11.65,15.305,748.6,8.17,487
5/7/2023 18:04,11.59,15.257,748.2,8.17,486
5/7/2023 18:19,11.54,15.253,748,8.18,486
5/7/2023 18:34,11.51,15.268,747.6,8.18,486
5/7/2023 18:49,11.49,15.279,747.5,8.18,486
5/7/2023 19:04,11.46,15.308,747.6,8.18,486
5/7/2023 19:19,11.43,15.345,748.7,8.18,487
5/7/2023 19:34,11.39,15.374,749.1,8.19,487
5/7/2023 19:49,11.3,15.396,748.9,8.19,487
5/7/2023 20:04,11.21,15.426,748.5,8.19,487
5/7/2023 20:19,11.08,15.453,747.7,8.18,486
5/7/2023 20:34,10.97,15.487,746.9,8.18,485
5/7/2023 20:49,10.85,15.516,747,8.18,486
5/7/2023 21:04,10.7,15.535,747.3,8.18,486
5/7/2023 21:19,10.54,15.552,747.8,8.17,486
5/7/2023 21:34,10.36,15.572,747.2,8.17,486
5/7/2023 21:49,10.19,15.599,746.9,8.16,485
5/7/2023 22:04,10.03,15.628,747.2,8.15,486
5/7/2023 22:19,9.87,15.667,747.7,8.15,486
5/7/2023 22:34,9.7,15.712,748.8,8.14,487
5/7/2023 22:49,9.57,15.774,749,8.13,487
5/7/2023 23:04,9.47,15.831,749.1,8.13,487
5/7/2023 23:19,9.36,15.892,747.8,8.12,486
5/7/2023 23:34,9.25,15.951,746.8,8.11,485
5/7/2023 23:49,9.14,16.006,746.4,8.11,485
5/8/2023 0:04,9.01,16.05,746.6,8.1,485
5/8/2023 0:19,8.87,16.098,746.1,8.09,485
5/8/2023 0:34,8.73,16.143,745.9,8.08,485
5/8/2023 0:49,8.59,16.173,746.4,8.07,485
5/8/2023 1:04,8.47,16.212,746.1,8.06,485
5/8/2023 1:19,8.35,16.247,746.1,8.06,485
5/8/2023 1:34,8.25,16.277,746.6,8.05,485
5/8/2023 1:49,8.16,16.3,747.5,8.04,486
5/8/2023 2:04,8.09,16.322,747.8,8.03,486
5/8/2023 2:19,8.02,16.336,747.9,8.02,486
5/8/2023 2:34,7.94,16.348,747.4,8.01,486
5/8/2023 2:49,7.91,16.346,746.5,8.01,485
5/8/2023 3:04,7.88,16.329,746.7,8,485
5/8/2023 3:19,7.86,16.319,746.7,8,485
5/8/2023 3:34,7.83,16.294,746.8,8,485
5/8/2023 3:49,7.8,16.261,746.7,7.99,485
5/8/2023 4:04,7.78,16.218,746.7,7.99,485
5/8/2023 4:19,7.76,16.168,746.9,7.99,485
5/8/2023 4:34,7.74,16.119,747.4,7.98,486
5/8/2023 4:49,7.72,16.072,748.5,7.98,487
5/8/2023 5:04,7.7,16.021,749.4,7.98,487
5/8/2023 5:19,7.69,15.97,750,7.98,487
5/8/2023 5:34,7.68,15.917,750,7.97,488
5/8/2023 5:49,7.68,15.861,749.4,7.97,487
5/8/2023 6:04,7.68,15.816,749,7.97,487
5/8/2023 6:19,7.68,15.77,749.2,7.96,487
5/8/2023 6:34,7.69,15.726,748.8,7.97,487
5/8/2023 6:49,7.69,15.672,749.4,7.96,487
5/8/2023 7:04,7.7,15.619,749.3,7.96,487
5/8/2023 7:19,7.71,15.557,749.6,7.96,487
5/8/2023 7:34,7.71,15.499,749.8,7.96,487
5/8/2023 7:49,7.72,15.441,750.6,7.96,488
5/8/2023 8:04,7.72,15.382,752,7.96,489
5/8/2023 8:19,7.73,15.321,752.6,7.96,489
5/8/2023 8:34,7.73,15.257,753.6,7.96,490
5/8/2023 8:49,7.74,15.194,753.4,7.96,490
5/8/2023 9:04,7.77,15.127,752.6,7.96,489
5/8/2023 9:19,7.79,15.06,752.1,7.96,489
5/8/2023 9:34,7.8,15,752.5,7.96,489
5/8/2023 9:49,7.82,14.937,752.8,7.95,489
5/8/2023 10:04,7.84,14.881,752.6,7.96,489
5/8/2023 10:19,7.87,14.822,752.7,7.96,489
5/8/2023 10:34,7.9,14.771,752.9,7.96,489
5/8/2023 10:49,7.95,14.731,753.4,7.96,490
5/8/2023 11:04,8,14.707,754.2,7.96,490
5/8/2023 11:19,8.08,14.699,754.7,7.97,491
5/8/2023 11:34,8.17,14.703,755.4,7.97,491
5/8/2023 11:49,8.26,14.714,755.7,7.98,491
5/8/2023 12:04,8.35,14.728,754.8,7.98,491
5/8/2023 12:19,8.48,14.753,754.1,7.99,490
5/8/2023 12:34,8.63,14.789,753.9,8,490
5/8/2023 12:49,8.78,14.848,753.1,8.01,490
5/8/2023 13:04,8.93,14.906,753.6,8.01,490
5/8/2023 13:19,9.06,14.906,753.7,8.02,490
5/8/2023 13:34,9.13,14.889,753.1,8.03,490
5/8/2023 13:49,9.22,14.893,753,8.03,489
5/8/2023 14:04,9.35,14.959,754.1,8.04,490
5/8/2023 14:19,9.52,15.083,754.2,8.05,490
5/8/2023 14:34,9.7,15.227,754.8,8.06,491
5/8/2023 14:49,9.85,15.342,754.3,8.06,490
5/8/2023 15:04,10.05,15.517,754.4,8.08,490
5/8/2023 15:19,10.21,15.63,752.9,8.08,489
5/8/2023 15:34,10.41,15.815,751.8,8.1,489
5/8/2023 15:49,10.62,16.07,751.6,8.1,489
5/8/2023 16:04,10.79,16.297,751.2,8.11,488
5/8/2023 16:19,10.89,16.349,751,8.12,488
5/8/2023 16:34,10.98,16.413,750.8,8.13,488
5/8/2023 16:49,11.07,16.505,750.3,8.14,488
5/8/2023 17:04,11.1,16.503,750.1,8.14,488
5/8/2023 17:19,11.14,16.573,750.6,8.15,488
5/8/2023 17:34,11.17,16.689,750.7,8.15,488
5/8/2023 17:49,11.2,16.827,751,8.16,488
5/8/2023 18:04,11.23,16.899,752.1,8.16,489
5/8/2023 18:19,11.22,16.985,751.3,8.16,488
5/8/2023 18:34,11.26,17.148,750.6,8.16,488
5/8/2023 18:49,11.31,17.348,749.5,8.17,487
5/8/2023 19:04,11.41,17.583,749.3,8.18,487
5/8/2023 19:19,11.47,17.761,749.1,8.18,487
5/8/2023 19:34,11.51,17.931,749.6,8.19,487
5/8/2023 19:49,11.53,18.044,748.9,8.19,487
5/8/2023 20:04,11.49,18.122,748.4,8.19,486
5/8/2023 20:19,11.45,18.173,748.1,8.19,486
5/8/2023 20:34,11.38,18.21,747.6,8.19,486
5/8/2023 20:49,11.29,18.219,748.6,8.19,487
5/8/2023 21:04,11.18,18.217,749.5,8.19,487
5/8/2023 21:19,11.09,18.211,749.9,8.19,487
5/8/2023 21:34,10.97,18.204,749.9,8.19,487
5/8/2023 21:49,10.82,18.163,749.5,8.19,487
5/8/2023 22:04,10.67,18.131,749.7,8.19,487
5/8/2023 22:19,10.49,18.108,749.8,8.18,487
5/8/2023 22:34,10.3,18.068,749.8,8.17,487
5/8/2023 22:49,10.09,18.031,750,8.16,488
5/8/2023 23:04,9.88,17.995,750.4,8.16,488
5/8/2023 23:19,9.66,17.965,749.8,8.15,487
5/8/2023 23:34,9.44,17.932,749.2,8.14,487
5/8/2023 23:49,9.23,17.905,749.1,8.13,487
5/9/2023 0:04,9.02,17.879,749.1,8.12,487
5/9/2023 0:19,8.81,17.856,749.1,8.1,487
5/9/2023 0:34,8.62,17.825,749.2,8.09,487
5/9/2023 0:49,8.45,17.806,748.1,8.08,486
5/9/2023 1:04,8.31,17.778,747.8,8.07,486
5/9/2023 1:19,8.18,17.759,747.4,8.06,486
5/9/2023 1:34,8.07,17.732,747.4,8.05,486
5/9/2023 1:49,7.98,17.713,747.2,8.04,486
5/9/2023 2:04,7.91,17.694,746.7,8.04,485
5/9/2023 2:19,7.84,17.677,745.7,8.03,485
5/9/2023 2:34,7.79,17.669,744.3,8.03,484
5/9/2023 2:49,7.73,17.658,742.8,8.02,483
5/9/2023 3:04,7.66,17.631,742.9,8.01,483
5/9/2023 3:19,7.6,17.61,742.6,8.01,483
5/9/2023 3:34,7.54,17.592,742.4,8,483
5/9/2023 3:49,7.48,17.57,742.1,7.99,482
5/9/2023 4:04,7.43,17.556,740.8,7.99,482
5/9/2023 4:19,7.38,17.527,740.7,7.98,481
5/9/2023 4:34,7.34,17.51,739.7,7.98,481
5/9/2023 4:49,7.3,17.486,739.8,7.97,481
5/9/2023 5:04,7.27,17.449,739.9,7.97,481
5/9/2023 5:19,7.25,17.418,739.8,7.97,481
5/9/2023 5:34,7.24,17.384,739.2,7.96,480
5/9/2023 5:49,7.23,17.346,739,7.96,480
5/9/2023 6:04,7.22,17.308,738.1,7.96,480
5/9/2023 6:19,7.22,17.261,738.8,7.95,480
5/9/2023 6:34,7.22,17.212,739.7,7.95,481
5/9/2023 6:49,7.21,17.159,740.7,7.95,481
5/9/2023 7:04,7.2,17.102,741.5,7.95,482
5/9/2023 7:19,7.2,17.041,742.4,7.94,483
5/9/2023 7:34,7.2,16.979,743.6,7.94,483
5/9/2023 7:49,7.2,16.913,744.9,7.94,484
5/9/2023 8:04,7.2,16.85,746,7.93,485
5/9/2023 8:19,7.2,16.774,747,7.93,486
5/9/2023 8:34,7.23,16.701,747.2,7.93,486
5/9/2023 8:49,7.24,16.619,747,7.94,486
5/9/2023 9:04,7.27,16.532,747.1,7.93,486
5/9/2023 9:19,7.29,16.448,747.3,7.93,486
5/9/2023 9:34,7.32,16.354,747.6,7.93,486
5/9/2023 9:49,7.35,16.266,748.2,7.94,486
5/9/2023 10:04,7.37,16.17,748.6,7.94,487
5/9/2023 10:19,7.39,16.071,749.1,7.94,487
5/9/2023 10:34,7.43,15.975,748.8,7.94,487
5/9/2023 10:49,7.47,15.894,749.3,7.94,487
5/9/2023 11:04,7.53,15.82,750.1,7.94,488
5/9/2023 11:19,7.6,15.756,751.1,7.95,488
5/9/2023 11:34,7.68,15.695,751.7,7.95,489
5/9/2023 11:49,7.75,15.64,752.3,7.95,489
5/9/2023 12:04,7.85,15.59,752.1,7.96,489
5/9/2023 12:19,7.99,15.56,751.5,7.97,488
5/9/2023 12:34,8.12,15.527,751.5,7.97,488
5/9/2023 12:49,8.25,15.492,751.8,7.98,489
5/9/2023 13:04,8.38,15.458,751.7,7.99,489
5/9/2023 13:19,8.51,15.426,751.6,8,489
5/9/2023 13:34,8.64,15.391,751.3,8.01,488
5/9/2023 13:49,8.72,15.345,751.3,8.01,488
5/9/2023 14:04,8.81,15.305,751.5,8.02,489
5/9/2023 14:19,8.89,15.282,752.7,8.03,489
5/9/2023 14:34,9.04,15.312,753.3,8.03,490
5/9/2023 14:49,9.21,15.352,753.7,8.04,490
5/9/2023 15:04,9.36,15.353,754.1,8.05,490
5/9/2023 15:19,9.51,15.365,752.8,8.06,489
5/9/2023 15:34,9.64,15.395,752.3,8.07,489
5/9/2023 15:49,9.8,15.432,751,8.09,488
5/9/2023 16:04,9.92,15.45,750.8,8.09,488
5/9/2023 16:19,10.02,15.432,750.6,8.1,488
5/9/2023 16:34,10.05,15.415,749.5,8.1,487
5/9/2023 16:49,10.11,15.415,749.2,8.11,487
5/9/2023 17:04,10.19,15.45,748.7,8.12,487
5/9/2023 17:19,10.33,15.535,748.4,8.13,486
5/9/2023 17:34,10.5,15.701,748.5,8.13,487
5/9/2023 17:49,10.69,15.874,748.6,8.14,487
5/9/2023 18:04,10.89,16.101,748.7,8.15,487
5/9/2023 18:19,11.08,16.318,748.4,8.16,486
5/9/2023 18:34,11.23,16.54,747.7,8.17,486
5/9/2023 18:49,11.35,16.733,747.4,8.18,486
5/9/2023 19:04,11.43,16.924,747.3,8.18,486
5/9/2023 19:19,11.48,17.068,747.6,8.19,486
5/9/2023 19:34,11.5,17.179,748.2,8.19,486
5/9/2023 19:49,11.49,17.264,748.1,8.19,486
5/9/2023 20:04,11.46,17.306,747.3,8.19,486
5/9/2023 20:19,11.42,17.322,747.1,8.19,486
5/9/2023 20:34,11.36,17.329,746.9,8.19,486
5/9/2023 20:49,11.29,17.318,747.3,8.19,486
5/9/2023 21:04,11.21,17.291,747.6,8.2,486
5/9/2023 21:19,11.12,17.247,748.5,8.19,487
5/9/2023 21:34,11,17.187,747.9,8.19,486
5/9/2023 21:49,10.87,17.118,747.5,8.19,486
5/9/2023 22:04,10.73,17.056,746.9,8.19,485
5/9/2023 22:19,10.57,16.985,747.4,8.18,486
5/9/2023 22:34,10.41,16.927,747.9,8.18,486
5/9/2023 22:49,10.24,16.881,748.6,8.17,487
5/9/2023 23:04,10.05,16.835,748.6,8.16,487
5/9/2023 23:19,9.85,16.784,748.3,8.16,486
5/9/2023 23:34,9.65,16.724,748.5,8.15,487
5/9/2023 23:49,9.45,16.668,748.2,8.14,486
5/10/2023 0:04,9.26,16.606,748.1,8.13,486
5/10/2023 0:19,9.09,16.545,748.7,8.12,487
5/10/2023 0:34,8.92,16.483,748,8.11,486
5/10/2023 0:49,8.79,16.419,747.7,8.1,486
5/10/2023 1:04,8.67,16.371,746.4,8.1,485
5/10/2023 1:19,8.57,16.331,745.1,8.09,484
5/10/2023 1:34,8.5,16.306,744,8.09,484
5/10/2023 1:49,8.43,16.278,743.5,8.08,483
5/10/2023 2:04,8.37,16.254,743.1,8.08,483
5/10/2023 2:19,8.32,16.223,742.4,8.07,483
5/10/2023 2:34,8.26,16.193,742,8.07,482
5/10/2023 2:49,8.2,16.155,742.2,8.06,482
5/10/2023 3:04,8.14,16.122,742.5,8.06,483
5/10/2023 3:19,8.09,16.086,743,8.05,483
5/10/2023 3:34,8.03,16.057,742.8,8.05,483
5/10/2023 3:49,7.99,16.036,742.6,8.04,483
5/10/2023 4:04,7.95,16.01,741.8,8.04,482
5/10/2023 4:19,7.92,15.984,741.1,8.03,482
5/10/2023 4:34,7.89,15.962,740.1,8.03,481
5/10/2023 4:49,7.86,15.934,740,8.02,481
5/10/2023 5:04,7.83,15.889,740.2,8.02,481
5/10/2023 5:19,7.8,15.839,739.9,8.02,481
5/10/2023 5:34,7.79,15.775,739.8,8.01,481
5/10/2023 5:49,7.77,15.705,740.2,8.01,481
5/10/2023 6:04,7.76,15.641,740,8.01,481
5/10/2023 6:19,7.76,15.566,740.9,8.01,482
5/10/2023 6:34,7.75,15.495,741.9,8,482
5/10/2023 6:49,7.76,15.421,742.9,8,483
5/10/2023 7:04,7.75,15.35,743,8,483
5/10/2023 7:19,7.76,15.272,743.1,8,483
5/10/2023 7:34,7.78,15.188,743,8,483
5/10/2023 7:49,7.8,15.105,743.5,7.99,483
5/10/2023 8:04,7.82,15.008,744.5,7.99,484
5/10/2023 8:19,7.83,14.911,745.9,7.99,485
5/10/2023 8:34,7.85,14.807,746.6,7.99,485
5/10/2023 8:49,7.87,14.701,746.8,7.99,485
5/10/2023 9:04,7.89,14.593,747.3,7.99,486
5/10/2023 9:19,7.91,14.489,747.8,7.99,486
5/10/2023 9:34,7.93,14.386,749,7.99,487
5/10/2023 9:49,7.96,14.288,749.8,7.99,487
5/10/2023 10:04,7.99,14.184,750.2,7.99,488
5/10/2023 10:19,8.03,14.087,749.7,7.99,487
5/10/2023 10:34,8.08,13.997,749.8,7.99,487
5/10/2023 10:49,8.14,13.909,749.6,8,487
5/10/2023 11:04,8.22,13.833,749.4,8,487
5/10/2023 11:19,8.31,13.769,750.2,8,488
5/10/2023 11:34,8.41,13.72,750.3,8.01,488
5/10/2023 11:49,8.52,13.683,750.9,8.01,488
5/10/2023 12:04,8.65,13.66,750.6,8.02,488
5/10/2023 12:19,8.8,13.648,750.9,8.03,488
5/10/2023 12:34,8.95,13.651,751.2,8.04,488
5/10/2023 12:49,9.1,13.66,751.7,8.04,489
5/10/2023 13:04,9.25,13.685,751.9,8.05,489
5/10/2023 13:19,9.39,13.723,752,8.06,489
5/10/2023 13:34,9.53,13.776,751.8,8.07,489
5/10/2023 13:49,9.66,13.827,751,8.08,488
5/10/2023 14:04,9.79,13.883,750.1,8.08,488
5/10/2023 14:19,9.93,13.978,750.1,8.09,488
5/10/2023 14:34,10.07,14.1,750.6,8.1,488
5/10/2023 14:49,10.22,14.223,750.3,8.1,488
5/10/2023 15:04,10.37,14.377,750,8.11,488
5/10/2023 15:19,10.52,14.55,750,8.12,487
5/10/2023 15:34,10.68,14.748,750.2,8.13,488
5/10/2023 15:49,10.84,14.954,749.7,8.14,487
5/10/2023 16:04,10.99,15.165,749.9,8.14,487
5/10/2023 16:19,11.14,15.343,749.9,8.15,487
5/10/2023 16:34,11.28,15.545,750,8.16,488
5/10/2023 16:49,11.41,15.753,749.6,8.16,487
5/10/2023 17:04,11.55,15.935,749.3,8.17,487
5/10/2023 17:19,11.66,16.102,748.3,8.18,486
5/10/2023 17:34,11.76,16.275,748.3,8.18,486
5/10/2023 17:49,11.85,16.466,748.6,8.18,487
5/10/2023 18:04,11.94,16.627,748.7,8.19,487
5/10/2023 18:19,12,16.78,748.2,8.19,486
5/10/2023 18:34,12.05,16.93,748.6,8.19,487
5/10/2023 18:49,12.07,17.028,747.8,8.2,486
5/10/2023 19:04,12.09,17.128,747.6,8.2,486
5/10/2023 19:19,12.07,17.202,748,8.2,486
5/10/2023 19:34,12.04,17.251,748.3,8.21,486
5/10/2023 19:49,12,17.29,748.8,8.21,487
5/10/2023 20:04,11.95,17.321,748.4,8.21,486
5/10/2023 20:19,11.87,17.33,748.5,8.21,487
5/10/2023 20:34,11.8,17.335,748.1,8.21,486
5/10/2023 20:49,11.71,17.323,748.5,8.21,487
5/10/2023 21:04,11.62,17.315,748.5,8.21,487
5/10/2023 21:19,11.52,17.297,748.8,8.21,487
5/10/2023 21:34,11.4,17.262,748.7,8.21,487
5/10/2023 21:49,11.26,17.23,748.4,8.21,486
5/10/2023 22:04,11.12,17.187,748.7,8.2,487
5/10/2023 22:19,10.95,17.137,748.6,8.2,487
5/10/2023 22:34,10.77,17.088,748.6,8.2,487
5/10/2023 22:49,10.55,17.022,748.9,8.19,487
5/10/2023 23:04,10.32,16.951,749.2,8.18,487
5/10/2023 23:19,10.08,16.878,748.8,8.17,487
5/10/2023 23:34,9.82,16.821,747.9,8.16,486
5/10/2023 23:49,9.59,16.775,747.9,8.15,486
5/11/2023 0:04,9.37,16.737,747.4,8.14,486
5/11/2023 0:19,9.16,16.702,747.2,8.12,486
5/11/2023 0:34,8.98,16.674,747,8.11,486
5/11/2023 0:49,8.82,16.647,746,8.1,485
5/11/2023 1:04,8.7,16.62,745.8,8.09,485
5/11/2023 1:19,8.58,16.606,744.6,8.09,484
5/11/2023 1:34,8.48,16.594,744,8.08,484
5/11/2023 1:49,8.38,16.569,744.5,8.07,484
5/11/2023 2:04,8.29,16.548,744.2,8.06,484
5/11/2023 2:19,8.22,16.535,743.8,8.06,483
5/11/2023 2:34,8.16,16.523,742.6,8.06,483
5/11/2023 2:49,8.1,16.517,741.3,8.05,482
5/11/2023 3:04,8.04,16.508,740.1,8.05,481
5/11/2023 3:19,7.99,16.5,739.2,8.04,480
5/11/2023 3:34,7.93,16.482,739,8.03,480
5/11/2023 3:49,7.88,16.471,738.7,8.03,480
5/11/2023 4:04,7.82,16.455,738,8.02,480
5/11/2023 4:19,7.77,16.42,738.2,8.02,480
5/11/2023 4:34,7.73,16.385,737.7,8.01,479
